,price
26170,101
14501,65
14022,120
3000,199
34235,87
29289,96
3618,100
25090,150
27352,85
33506,150
30679,57
39452,49
20785,83
17159,85
15978,123
22206,47
24619,70
28403,60
1022,160
27996,250
2312,89
1721,200
39671,48
48752,45
28770,125
32969,117
19221,160
42393,80
21879,65
41091,260
591,69
29148,23
14945,70
26191,52
48437,77
46802,225
14778,145
13777,50
46300,159
12422,55
339,179
316,115
31118,90
19744,65
48363,100
45506,75
6091,60
26744,65
18212,76
2395,70
7137,75
20434,585
22522,170
2116,100
47193,180
31680,128
11543,50
18725,85
27767,135
34972,150
36280,380
18171,650
29824,150
6296,149
15053,60
44459,100
23131,95
44361,129
27845,280
37005,70
32920,780
39602,225
32132,150
26076,75
46963,249
7263,51
33226,58
407,225
45714,140
35880,125
24733,120
41533,80
10713,69
21145,103
43710,250
8091,125
30313,100
2724,150
31751,75
9646,120
32965,393
35167,160
1351,165
24348,165
48416,29
34622,190
22471,60
4142,150
36728,60
21589,150
19333,65
46233,99
44162,945
38156,114
16593,185
46509,235
39171,150
40433,9999
10421,100
29362,50
13557,71
13360,55
12758,65
16969,125
19520,200
6143,50
32094,80
10597,120
10837,360
3920,79
2647,125
1327,92
46548,250
22676,150
11587,80
13273,220
2658,285
10235,150
5206,110
47103,87
37334,89
19483,120
6065,57
31098,95
123,100
11599,125
3557,379
43418,800
22468,31
39814,1075
11054,190
14095,325
10738,100
12295,62
30474,120
1111,500
24357,44
19716,83
31704,119
21083,250
18713,60
986,225
28300,75
46667,250
47902,175
2772,1100
33969,40
41283,1000
22349,250
39285,190
40212,60
34742,151
45076,100
24288,300
11993,144
48676,70
5239,100
8884,81
29401,88
45955,202
14357,245
32668,60
6234,115
35439,45
5124,200
34858,112
22847,78
16709,375
30473,135
25779,100
39461,160
28237,100
44838,70
29167,76
18028,48
48055,155
30772,400
12723,102
26962,200
1407,99
23469,180
31874,50
36449,185
14965,200
37195,100
23791,115
25334,200
19157,534
2106,165
30617,220
4189,50
16874,150
570,200
39164,95
25077,82
31048,79
7174,150
9518,300
20354,300
46811,220
42241,60
32803,60
46278,500
22040,60
28178,210
11563,65
5907,94
6346,100
13354,49
32482,55
37046,99
4716,90
14250,145
11553,136
4389,68
40542,60
39046,55
18197,196
33365,84
47260,32
10535,65
8211,120
46585,550
27536,100
17945,44
21730,72
9511,55
1084,65
21728,175
6984,350
9744,450
2602,100
22781,75
18224,150
31538,52
20472,57
14306,50
27336,145
46416,70
31731,80
20046,110
36819,150
11283,100
24206,65
34946,200
16129,75
46396,65
42401,95
32660,65
39434,55
11185,75
12129,75
7024,135
2923,70
22048,60
25140,389
37276,125
12132,95
38032,120
36790,600
46185,49
11860,100
4463,240
29498,50
47998,129
48266,45
37794,100
24962,50
5581,103
27889,150
34509,287
36563,150
5042,50
38299,175
10335,369
23684,249
30336,120
37744,101
34982,150
11062,99
45039,280
13001,60
23803,110
37869,100
6654,75
40969,60
24890,75
1669,250
25990,60
28831,180
19210,118
45678,93
10434,70
6022,109
44879,50
37824,250
1807,250
27032,128
40366,190
36237,350
26845,50
41361,150
28937,500
17761,55
24744,80
14557,76
32585,215
35162,80
35177,140
7959,350
23922,60
25877,175
45313,275
40489,247
21378,34
4904,90
44974,100
7493,110
27559,175
9928,199
35355,45
35420,80
35301,225
35462,25
33907,68
6326,199
21746,70
13,85
1136,80
333,169
34602,199
24657,43
9467,40
36781,62
23771,100
8861,155
3550,100
746,85
30896,105
33271,190
41802,105
41431,241
44171,35
33273,97
9722,200
46256,229
6063,325
5075,100
17611,172
38862,35
21441,47
2279,110
19908,100
7986,110
3783,90
9078,85
33599,197
7007,40
45520,58
20136,34
22555,85
15643,45
6,60
3890,50
1773,175
6068,229
39203,79
45568,300
6356,119
26589,319
45596,55
45532,75
11330,54
25131,105
32743,100
33377,450
43089,59
4430,175
34657,148
37386,109
3141,240
24158,278
38026,50
96,140
4548,270
21701,55
35040,55
28144,95
6585,58
2641,350
18284,90
12989,65
10271,299
7589,40
48683,400
37639,130
7849,65
29231,180
16911,79
38949,75
19695,55
7370,700
40079,70
23052,52
36034,99
45479,175
25501,80
1823,340
38797,341
43490,90
42449,30
19689,150
22990,95
12705,425
45153,55
48214,69
45321,100
36640,85
29331,60
9259,100
39288,500
21938,125
43314,160
41412,252
43068,49
42789,44
26127,90
4539,195
19173,125
20794,50
30705,100
19837,120
3548,100
1827,100
46501,200
30190,145
37919,160
8414,200
22,80
9834,45
1822,55
48068,60
27093,589
7934,180
10685,70
25783,67
32291,799
42119,199
12427,375
16229,199
28929,150
44586,192
47654,50
8539,90
5395,200
25463,85
27060,120
15701,128
46117,210
910,200
23245,275
10248,79
7877,68
10241,55
2384,160
40614,150
35441,244
21004,75
38140,149
33751,130
4498,120
31667,65
8830,105
15888,133
19409,70
10135,70
27783,99
46996,50
37958,160
28265,41
39646,285
6163,69
29934,104
47928,300
12611,185
15617,800
9852,155
20323,230
40707,213
39067,70
44042,314
24844,150
15667,65
28410,130
44053,250
37627,107
15882,50
46295,348
31733,40
9673,50
20964,72
18425,75
11526,104
26284,55
11473,139
45454,90
39356,500
2745,345
33617,52
25911,350
32739,50
48270,98
27798,130
12356,280
1134,99
37430,70
17505,100
28459,299
43309,50
8837,55
10247,100
40254,308
3975,30
32268,199
45937,180
12314,320
742,350
37153,31
27431,29
48544,100
36315,51
11000,90
34913,125
30244,85
46887,38
8730,45
41710,75
45184,200
38912,125
28395,120
45708,85
13618,79
11367,165
46338,50
46853,400
37689,110
10440,170
39683,220
13092,300
47359,150
30646,75
27962,120
25405,600
45248,130
6829,300
15288,449
20163,295
17501,48
1986,115
26450,200
12605,55
20203,25
48515,349
33436,250
46923,180
47648,50
25932,75
16075,110
18492,45
23792,160
39815,55
21608,175
7281,99
3321,87
40370,200
9017,230
12682,199
45046,155
46080,150
31331,42
44827,149
11087,145
19488,235
39915,125
10428,400
4178,159
15720,142
16040,2000
1298,190
31910,150
25118,49
21339,240
48148,300
26262,65
38388,65
20576,100
38187,240
37045,255
10107,60
30230,58
41342,100
11471,150
48056,90
47985,48
30231,125
36840,170
27148,56
967,110
20809,120
29149,68
17884,29
22171,80
37685,165
30272,125
35723,180
39126,55
43229,145
26090,245
34990,300
12918,60
45553,175
40558,289
33447,55
17152,295
14424,285
23602,160
14240,100
35303,200
24820,69
32062,189
21573,250
42560,150
47606,155
17899,320
7441,45
639,200
45821,399
7450,190
33437,50
40152,1000
1973,68
43197,130
3583,106
5347,135
34202,65
12098,34
8391,88
23244,160
22879,120
42856,135
37129,99
4323,59
6006,160
40997,80
30386,175
43546,35
31817,59
47695,70
8885,80
47577,199
7509,99
12003,161
36676,129
40073,112
41588,158
43796,120
1970,170
125,90
10741,70
16377,269
34147,93
1753,78
11498,45
4229,70
10287,109
8305,70
32157,140
34774,142
31213,220
16335,71
42940,95
14686,50
48833,475
31799,140
21070,206
30843,50
27802,270
17705,120
42928,400
21328,30
469,33
10884,35
30756,99
12049,250
8008,139
26046,93
7935,40
37701,129
40602,50
26756,125
32014,415
36613,155
3629,130
23835,70
45884,795
30616,125
42228,28
29426,105
46569,250
16755,279
1923,131
41321,400
3654,90
32871,150
32401,60
42362,48
46847,45
28780,69
3563,98
8492,75
46247,120
2849,99
10047,90
35404,70
30809,45
761,60
46719,195
2681,100
31448,299
41764,60
5582,383
6507,82
26666,95
2381,80
43972,350
22327,100
42276,35
42012,50
39453,600
32251,99
12858,145
35600,268
16106,80
15788,49
10703,77
13036,239
30036,75
44474,259
16659,75
38612,50
31218,150
12817,75
1460,99
47499,350
22647,35
21668,53
37712,175
41076,120
39209,40
20304,200
27657,50
44510,160
11924,350
18350,67
40647,106
30710,50
3091,170
21658,600
5914,285
47681,229
35460,66
17819,69
34441,50
11412,125
9202,180
17429,85
3930,100
42988,49
42531,62
36478,175
14189,177
38621,42
22525,60
44887,96
46659,150
10595,90
23929,225
42155,80
32469,164
44882,367
24989,80
39621,45
30086,70
32442,179
8630,90
44093,100
48473,207
6557,125
16462,131
18359,180
327,349
30626,75
30687,100
39589,70
16849,239
10836,110
33604,139
5752,100
6511,1000
16981,75
36205,185
32299,60
17618,140
37207,200
28284,250
6292,155
35116,65
23836,100
10206,425
2911,150
43740,150
28028,139
358,123
17376,150
16552,46
37763,100
10423,200
8050,85
23904,46
30799,110
31211,125
8756,45
29237,1500
3741,400
4150,105
30061,200
30358,46
11706,295
14614,65
34568,99
15636,75
37283,150
8222,170
45746,350
3750,750
45766,850
43249,99
22568,150
19911,75
8578,45
39024,42
1040,150
48094,147
31297,65
46010,180
5026,150
14688,80
38473,91
13954,65
12366,95
42728,75
35172,180
14110,75
27173,299
7211,50
14102,149
39862,32
48050,1050
46920,35
42366,130
28892,45
35614,70
36709,159
5120,100
14397,40
1094,100
16252,60
18117,131
15266,85
37964,200
6494,160
7249,176
10740,170
24598,59
33349,99
23174,254
22163,150
24640,123
32796,1000
17860,80
42073,100
388,110
28878,149
16978,65
45466,265
15186,60
26670,135
36427,70
2903,275
47966,70
1474,100
10166,69
30448,186
29249,180
26681,175
36343,275
24850,33
23400,220
14191,80
41241,159
5687,180
9633,97
8189,65
48199,50
23056,50
42318,250
46925,395
13373,120
6125,69
33022,60
10489,135
20247,29
33755,995
41135,45
31502,36
32220,280
8952,88
11149,99
47586,189
33511,65
7782,100
22639,60
8912,65
33120,168
33706,76
10815,62
20043,75
27676,130
28680,180
19282,65
38958,149
45482,90
11623,200
36132,99
16107,300
21148,99
28373,250
32888,65
9310,100
38193,269
26184,60
1156,199
4318,100
28508,50
13783,75
21866,149
28997,49
25536,58
23510,55
12804,200
33186,131
23386,45
41004,519
21930,80
40065,65
19430,748
31347,170
31838,215
10499,295
902,299
9040,43
26601,60
4160,225
8621,89
35097,119
25515,75
31771,50
35962,65
16671,50
28278,205
41418,227
31754,46
40467,100
35294,250
2517,140
46504,153
29766,169
16563,55
27956,200
41275,69
43226,350
26405,50
31924,179
14510,140
39935,140
14862,102
32042,105
36415,399
19452,250
21472,48
18916,180
15873,92
40953,150
34113,121
5250,200
16433,245
32244,150
13111,124
48743,60
46286,195
36387,84
6402,70
2194,75
38273,95
46818,475
6787,125
13848,70
31102,46
18626,105
36044,55
31227,46
29268,78
5218,70
36027,89
15062,200
21467,125
23448,42
14993,160
17808,150
35664,59
26045,435
1060,49
2182,235
8250,249
22016,65
38602,88
20319,160
4402,150
44020,123
1171,300
5954,200
3186,70
41472,234
15521,70
30700,200
31383,90
30570,139
6980,65
24527,140
19013,225
43155,70
13986,90
11938,140
27585,75
35183,70
21650,65
14849,100
46345,395
23301,55
31945,185
37424,108
30972,95
27002,104
30596,208
40596,49
35712,134
15890,1000
609,80
7468,220
14522,228
46466,50
34341,737
29817,25
18088,150
1081,99
19361,125
36440,125
26471,210
16549,240
23219,55
14621,85
35170,139
14748,150
36912,65
44636,175
7424,52
15610,218
27749,99
10493,54
21437,85
29905,125
14212,85
24461,115
4042,95
7562,80
22915,109
15805,75
48751,250
25024,100
17396,175
35629,345
46846,209
2102,189
36872,125
18556,60
24048,157
4322,180
46246,195
26893,135
27334,70
23369,49
2018,2500
3710,250
27601,47
18977,59
42106,315
9329,70
42857,71
42998,55
37336,155
30108,69
20854,200
34566,126
3836,200
31486,75
21652,45
1117,70
20616,150
34677,91
44430,215
14396,100
37368,110
44558,300
8282,129
46937,500
2516,190
35305,119
32223,49
19860,180
33156,300
2588,190
40960,100
12816,372
44142,85
37493,100
21508,100
18125,130
36629,120
19011,200
18136,89
35484,100
3389,325
48525,75
17642,500
2649,58
24397,105
16022,50
47625,188
18265,65
47109,168
19285,95
21038,120
3799,152
37907,45
16271,700
1470,75
2181,550
3695,4000
31890,125
44733,95
48413,220
29717,120
28498,170
39494,129
42650,75
15509,99
36998,160
25346,78
25506,53
4620,88
37851,150
9846,40
22579,300
7659,49
46744,489
42546,75
24805,85
13144,42
30413,130
27981,65
35946,70
44579,298
14121,150
39728,180
11879,159
19568,49
14751,62
42683,100
8987,155
4222,150
28368,50
12539,125
42925,140
13680,50
36384,70
45865,200
33198,400
45139,78
38998,699
47054,60
17316,60
10092,48
10425,145
30145,125
31914,110
46591,69
47418,449
2418,120
4059,150
8376,125
16863,41
38183,300
7903,149
41263,100
45997,185
13186,102
30520,200
8446,150
4687,150
27187,249
34955,125
10490,129
46694,190
44082,119
6680,130
26694,153
16664,60
44751,365
30886,150
33248,95
29996,225
38451,315
9701,60
19087,60
3027,143
5235,99
27684,45
13102,45
33150,750
16927,137
13916,44
26000,85
9660,150
15399,100
5547,60
36351,39
306,125
15731,140
9995,220
26556,45
41868,35
44687,100
42843,65
17569,195
14714,65
38266,199
5104,170
24078,35
3118,150
43011,89
2946,64
8452,175
47288,226
25510,38
25567,100
41415,412
121,400
17769,69
28455,100
27784,140
6426,600
44952,375
24695,103
32006,55
47333,279
46143,154
30904,50
35454,65
30895,49
27871,160
29516,200
32480,50
17492,85
33680,165
14076,105
30489,57
26023,44
15826,65
34216,52
19523,75
8038,38
14682,133
20758,350
21446,35
9881,65
32151,699
33461,190
24455,55
1221,150
44321,70
31282,350
16779,180
17118,81
46270,69
17585,75
14383,120
42005,45
29293,100
11531,53
45112,130
27587,63
22791,94
46482,50
47265,210
6003,200
10113,210
44863,85
28221,485
9517,200
34342,737
22119,170
41545,170
24935,120
9346,99
6545,150
45048,65
20202,98
12569,95
15867,225
11878,75
1917,120
23619,74
39215,31
7917,80
40088,50
33569,142
11615,80
24430,120
27659,275
1123,99
42121,180
12432,55
4908,38
42944,75
29942,35
2474,250
46323,150
27217,62
34348,737
4863,70
40082,70
8383,120
1493,141
42243,145
3667,110
47501,60
14297,90
16682,125
45592,180
34369,86
5891,450
25437,55
31279,70
14062,80
18463,45
30681,50
15953,50
12571,550
48723,316
42553,42
35377,53
15609,165
45933,100
30808,125
14181,399
31705,200
2449,350
13247,55
46664,347
33875,140
41067,135
9901,92
40923,110
23215,165
14889,179
5249,185
17390,225
25829,90
12376,78
21998,285
6900,107
34647,62
11759,47
42929,208
39377,180
43851,135
23603,130
1956,90
21800,130
21582,110
34690,115
33663,500
18698,160
7813,209
9949,270
43368,65
14553,120
29963,140
21909,75
18311,109
31402,290
21968,55
40241,50
30319,150
43429,57
14423,278
36084,26
19089,95
27934,265
40113,45
16008,65
29591,45
2390,200
33850,245
17722,200
23022,123
42445,35
44073,40
33136,59
42178,220
17978,119
14406,250
1533,134
26810,840
443,175
21954,125
40784,250
39293,100
40884,105
23105,120
34321,80
35324,50
32671,149
19497,185
37816,120
13263,70
32218,100
32067,65
30022,90
17895,64
29204,80
8147,45
24481,70
28702,200
18924,199
26234,250
41005,75
30875,63
44779,325
40776,175
45650,289
30894,199
16426,189
32384,135
11102,180
16101,199
39223,55
17837,50
13591,129
25690,350
31462,100
22974,153
38560,79
14937,159
46876,299
2583,61
24354,100
20786,50
23096,200
22142,107
23343,119
18223,489
31886,136
11606,305
10184,150
5936,123
18229,200
1972,125
22322,80
35512,100
35298,150
36117,80
42354,200
19379,138
1063,299
11532,150
4632,149
43863,70
36024,150
42763,215
35721,120
40946,84
17954,115
20055,75
17650,169
21953,50
38103,120
5680,90
28361,110
25741,44
2864,175
32646,80
2132,199
27252,140
29907,70
6813,105
44653,149
5295,349
26995,130
47408,70
35114,250
6338,500
37050,525
34086,71
21762,100
18858,125
42724,190
38148,400
40458,100
3881,38
35365,97
13272,154
18302,179
11697,195
32722,89
40002,28
5306,145
48008,180
1403,180
43025,200
21597,95
29169,48
37658,49
19037,68
32949,175
24115,99
8784,200
7005,250
8172,55
36645,175
18484,174
18512,55
32413,110
3922,55
25772,67
23860,125
42806,195
29092,100
29974,49
29435,78
1283,185
9165,250
37645,55
37780,505
4736,425
22704,187
40475,45
14988,85
27386,59
14133,34
8006,750
44127,54
16123,195
24450,180
34170,60
20099,125
21167,115
22090,95
35497,40
44000,89
42883,249
46788,80
19829,159
25711,300
13145,100
37268,99
31862,149
36023,75
48796,70
42682,80
24476,70
26684,175
31256,100
30464,165
38819,47
6931,156
46187,96
35045,239
20025,700
9767,75
18317,110
4653,160
27829,210
40172,48
28635,43
43989,77
38801,314
25884,165
16305,100
8115,75
6460,35
6107,699
30197,172
28899,200
9478,160
47911,59
27306,94
32578,499
2052,399
9332,169
11815,100
31686,59
36505,100
26325,90
36461,139
24749,150
2374,212
16778,125
4712,150
47894,289
25287,150
2348,140
10469,65
9271,75
38713,246
21451,80
24662,48
6801,45
44033,264
37448,55
28721,220
45115,580
9095,115
35514,42
23678,30
23891,100
16434,300
21749,75
795,175
7838,50
33878,44
26659,150
17680,130
5727,55
17563,100
9445,210
30642,139
24220,275
26008,95
38766,316
46083,150
24918,100
7503,250
5282,200
35952,120
17361,90
35953,100
45703,268
26635,40
7037,89
300,150
39401,179
26817,55
16042,220
1118,155
39159,360
29376,30
37399,189
38329,675
37497,81
5591,60
3030,150
41513,85
47882,120
47727,299
20686,105
25615,77
22703,30
16758,257
9961,75
5908,100
39912,1999
6926,87
5122,95
21257,195
28027,120
6913,190
3383,320
15518,80
40221,115
26410,70
20021,155
34034,90
41838,295
4557,70
38467,232
32765,499
22671,150
21803,95
32927,85
33040,349
29948,150
23708,119
45898,150
38072,68
47543,100
25850,94
5736,380
38726,377
41385,240
342,95
39253,55
47279,150
32109,89
8995,53
30051,127
26577,159
22276,42
42953,47
16839,79
48707,70
19164,39
15490,25
36455,135
31798,70
43557,100
9602,119
37539,95
3058,475
46639,42
26944,90
14318,117
32702,80
9244,125
20461,250
44845,91
37204,350
16770,90
36699,150
11920,250
21875,79
37442,60
40240,130
46883,49
2051,125
21050,95
40754,80
4843,495
18628,60
37469,120
39233,50
3113,103
36404,160
21505,95
24847,80
26563,180
44582,699
31443,110
28542,41
10998,180
37248,73
7225,85
14241,190
43491,700
12492,199
4589,120
37348,30
27132,69
13968,70
19718,49
33421,345
43578,159
34965,60
2380,99
393,165
47626,195
11626,130
32676,80
10689,200
17180,115
42537,200
41323,37
8935,295
8696,145
1375,120
26342,36
41706,70
14554,140
26518,175
7016,125
16402,99
5508,300
41585,999
66,225
26708,95
15886,44
1297,125
21231,640
44425,190
45645,150
27940,300
32731,90
45066,50
1478,250
43514,60
43601,154
39116,450
9046,150
35265,75
20281,50
18228,53
10043,75
19811,70
18447,185
11427,57
31697,43
21791,350
23408,35
39742,1350
2890,212
41596,74
46101,200
12469,85
44761,335
45224,240
37406,65
46726,149
48306,200
12178,310
22284,69
10072,150
42416,45
21916,225
44511,200
12244,175
28168,50
37031,200
45133,70
42092,350
3045,65
32369,150
27668,125
30694,220
23855,124
13051,115
40175,100
48131,209
35413,80
12800,1200
23587,207
504,300
32966,62
39698,38
48128,150
36678,165
36814,175
32851,65
3052,179
47797,80
27740,50
26536,50
38406,40
45450,80
7200,150
29966,72
32204,69
20415,125
37039,140
10566,250
2104,49
25547,115
33945,75
30812,80
42983,70
19554,210
26172,130
25555,672
2558,145
16945,69
1170,85
23710,160
1313,120
20034,84
6910,175
42765,150
36738,199
13907,300
28783,55
12168,39
15009,76
27358,120
6535,85
15916,150
6106,249
13890,48
38167,46
44755,150
16213,37
36142,75
1228,250
31931,295
16554,80
24311,125
3716,380
23719,147
47165,119
40349,500
16385,225
2631,129
17260,75
38037,90
31830,100
32345,269
27367,100
38838,90
40964,267
256,36
42304,79
21099,124
22102,100
19255,85
39367,75
32459,100
34110,100
40250,100
40111,45
12998,103
48378,600
37124,70
30364,90
9786,133
47065,150
44154,60
31065,99
32700,220
41075,75
46090,300
4422,180
36702,85
25841,90
41805,83
23528,165
16914,234
37742,50
27556,90
34101,67
18471,95
19085,40
41339,55
16964,119
32644,98
6923,145
19018,55
17587,100
704,125
13080,45
47958,139
43450,82
32435,350
41791,143
13370,110
32048,206
23542,80
39838,250
10070,70
38914,300
41372,130
40139,35
45665,200
25011,245
48784,250
20645,295
16375,115
38840,51
33338,85
40132,199
38973,150
25664,97
46636,230
8583,70
182,99
7744,125
29220,92
9824,185
8503,350
13374,65
19824,265
45621,400
27233,60
45515,499
15931,150
40874,38
3824,86
26439,349
17325,69
7912,108
44660,145
7365,55
19191,450
32235,95
2371,200
15435,57
12920,69
35356,50
44835,65
4039,130
16741,47
2014,100
19348,375
24442,125
269,70
15301,120
12156,130
5222,165
28428,55
18701,80
11972,200
8868,85
15272,88
32834,120
3203,35
15661,30
40684,125
12876,160
18925,60
28922,99
28515,195
36393,45
19820,105
28341,33
41985,388
29767,75
24321,34
18164,224
5070,175
37581,81
27961,200
27688,140
40824,70
18995,79
23644,90
21837,150
43455,45
12863,365
42447,35
25896,150
6651,80
48129,55
37415,85
46352,59
22236,99
45491,85
18933,55
38172,75
44046,239
19277,110
6380,69
794,100
16910,75
27800,40
32880,75
29793,60
36067,55
23585,37
8071,100
42771,65
19602,155
12712,275
2466,60
7577,195
45682,75
12568,110
7149,85
12183,45
17033,99
3417,350
9899,65
48578,40
14426,30
35864,50
26320,52
4053,90
3891,75
4521,147
41983,484
12177,80
10935,99
26257,50
4773,250
27742,30
33035,70
29247,199
28194,120
352,140
20317,110
33606,50
33690,65
7340,110
46852,300
32882,37
30958,39
7334,49
45644,300
14059,120
12096,121
29070,85
12556,89
32033,80
6291,44
46389,500
10409,110
40414,175
8471,385
37106,180
40267,119
14473,240
14759,85
12914,100
16320,123
44619,187
13652,155
35464,25
9507,45
46445,50
25007,65
16595,85
21927,169
3499,51
42020,50
29732,50
37320,72
34937,187
41569,160
34649,38
30096,145
45210,64
37340,85
43093,300
39949,56
9785,150
40646,100
41037,110
47659,80
41420,85
7215,196
43960,60
47844,280
15140,239
45287,75
35983,54
7477,2000
9315,65
44700,179
33806,58
15985,200
20368,54
47780,499
23778,154
1463,60
26687,80
24376,250
15500,290
39474,155
2553,79
28697,500
3770,149
40931,65
43618,39
29526,65
10464,50
44427,187
36968,76
46611,125
573,95
5312,225
39519,90
13738,105
45699,120
23818,50
36423,65
12301,110
12659,47
4392,270
25490,185
13556,150
2876,135
27735,150
16398,75
6860,40
39316,65
43632,85
24407,350
30677,150
23256,10
20969,30
11940,134
42180,123
1826,65
31183,58
23198,180
5603,125
25640,60
32324,339
5669,67
12285,46
29064,1000
26374,119
4835,99
26619,75
8194,52
31591,89
5489,150
28705,70
7074,180
24994,210
25745,180
31134,50
25242,359
627,160
6981,150
1760,65
26716,290
29484,100
29997,90
30816,60
36492,80
3849,70
42550,75
3416,250
41719,104
25992,175
25294,75
22788,50
40258,60
12645,300
33588,299
6612,49
12580,65
42093,324
25238,90
4588,70
48085,320
10222,85
12647,40
13222,55
27443,64
35940,120
26631,58
19642,100
36551,120
37438,79
6320,180
17261,70
11327,95
28605,175
13840,139
29774,45
39645,110
34089,395
20201,150
33893,129
47508,350
35046,90
47106,144
35710,75
14126,35
5645,100
39548,80
43218,58
1514,129
8628,60
424,145
19680,39
16245,126
17511,135
42810,85
774,70
18407,650
38913,225
13991,250
20481,120
35783,69
38657,95
48793,43
28190,139
40713,50
45165,130
36102,100
28481,55
6010,50
5815,80
13358,137
16870,41
40557,170
12031,170
45791,245
24795,27
7964,180
18012,48
15493,130
38203,50
13024,50
36615,200
5425,190
4654,200
7578,75
41012,80
6145,250
20726,300
4156,65
27274,150
37443,300
14314,78
13183,174
2135,100
37264,50
3643,49
19661,65
12141,100
2282,190
23108,63
1624,55
14438,195
13267,85
48754,60
14166,1100
47649,250
14243,814
18578,73
341,139
35751,70
4234,150
31457,33
14350,108
18387,99
16915,325
25318,800
35395,70
16653,150
19239,50
645,42
43575,125
11840,150
44086,125
14144,145
37367,93
40802,175
27457,70
25471,159
22400,40
38793,285
4041,75
25311,126
20316,120
16900,120
42707,175
26212,102
29702,69
28413,35
47338,70
42114,200
44493,239
22590,69
44770,64
47518,135
19458,70
25769,389
41203,150
17238,110
6405,600
7827,450
20681,90
35570,100
12272,250
31833,95
4476,75
8623,91
43037,90
2407,85
19587,56
15952,300
2639,217
33154,175
36536,850
27520,248
17997,100
29629,40
39445,500
146,195
32652,60
18598,50
8351,110
8321,275
43087,150
35944,140
2335,79
19985,35
3599,60
32540,120
7811,50
4523,65
5536,90
28763,95
44790,50
2318,70
30823,150
21961,134
28189,139
38028,60
45012,100
6109,195
37108,625
26924,70
19768,35
22557,140
35451,99
18260,145
34467,98
30338,175
28090,85
39295,150
6162,180
6788,65
23314,118
11691,70
11092,70
38370,35
30689,150
43495,55
32365,100
39496,48
36730,225
35578,90
16877,45
34337,699
13551,100
18923,142
5717,99
29983,55
9253,115
28958,225
23911,40
19980,150
20326,49
3898,98
27874,340
25329,300
31979,99
27245,55
48248,38
4604,125
34312,89
30500,95
26430,70
22562,70
39855,60
22948,90
19500,345
32954,90
12995,120
13859,85
31774,151
7582,250
11999,50
45374,269
45167,254
2485,165
41185,80
39958,100
48662,66
26258,60
17692,10000
18955,40
40443,495
18052,95
5002,148
41121,120
6451,550
40524,100
44403,159
2308,73
4866,149
9414,124
22077,103
19787,100
36942,599
46363,120
6799,130
24884,55
28738,145
2468,99
3353,162
29085,50
10220,50
25689,250
35516,430
28138,160
44143,79
32276,200
12629,101
7826,65
43428,57
28834,190
29013,55
8206,445
9142,70
11110,280
17779,159
44266,58
22715,120
19878,110
41116,60
8711,220
18019,450
27568,100
23626,188
30158,289
23459,85
8904,58
10936,137
8651,150
46128,350
2327,90
30129,80
31414,95
33209,35
38690,291
17307,120
10486,163
9424,55
37678,700
20492,245
47035,125
23241,90
41340,250
21141,170
34891,80
48697,750
3248,150
45900,300
30766,55
43209,275
42603,70
5006,180
35593,110
18442,150
25519,250
9631,185
17356,155
39986,65
35706,69
41255,299
1465,72
34905,50
33304,79
14177,200
5634,125
30229,105
6929,130
9876,215
20460,85
16781,185
11466,60
15552,85
28882,150
46938,275
16679,150
5594,65
17299,150
22198,60
28792,135
13324,55
47613,165
21715,70
12881,48
1161,499
37818,32
21484,50
7799,179
25511,185
6576,200
43895,34
48230,50
36636,275
38281,44
15747,100
45853,190
7789,150
44107,149
3041,199
38326,714
3120,345
44499,70
39366,75
27424,100
43565,395
18199,92
17174,90
16276,159
18107,30
23831,180
29631,129
22607,99
32010,50
19326,160
19896,40
14051,40
29511,125
35235,80
43009,5100
3007,225
40950,90
32036,75
19120,75
6603,185
32221,45
33951,90
46106,100
47402,80
27136,100
38472,34
1039,125
38539,399
46974,50
34218,88
28638,89
41007,37
3275,100
44252,50
43707,36
28586,83
22932,200
38335,714
28092,50
39325,95
5968,105
7354,70
40865,115
23554,55
4334,169
6393,198
22356,60
10551,64
37801,94
6087,250
45062,340
4731,160
29836,110
33146,42
11594,139
23397,199
14524,40
9362,95
2378,65
899,180
372,120
3265,399
5719,79
13196,120
46951,85
32636,110
43806,35
26746,75
4838,175
3298,125
3803,300
26867,130
27461,40
21485,65
41163,55
12197,105
24686,260
6365,55
13208,75
2904,310
25673,50
12657,200
29583,80
38382,99
33722,70
36053,57
38126,129
8805,888
15189,177
7189,47
6867,46
3913,109
22008,230
40277,160
14138,40
38322,714
37845,195
21340,189
43994,49
22807,100
7251,175
29248,48
27509,250
21203,85
6823,125
37017,62
16336,35
19751,50
6571,31
16079,575
39244,120
44781,110
16195,350
47639,150
17556,33
40715,199
37308,75
41016,70
48862,130
7669,320
16985,79
18235,59
21984,139
27356,50
26328,59
21409,175
12656,135
44897,100
24909,130
45519,120
41197,99
80,145
46001,180
4,80
2369,499
157,219
21819,139
45679,175
41989,205
26843,298
36231,225
11701,45
2606,219
43232,50
13641,110
5743,70
42685,150
32129,85
39473,40
34701,89
10305,79
27967,135
45125,65
25726,85
8284,280
37279,350
38295,200
38814,362
37026,169
3806,75
29015,49
21546,70
22262,108
28274,120
36111,53
39566,129
34712,175
18548,150
9358,150
25941,50
44048,90
29219,60
48193,250
17120,38
7734,60
26835,350
25978,45
4690,100
6804,70
38141,73
